,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1185826,2015,3,18,3,EV,5975,N16170,COS,DEN,1628,1618.0,-10.0,9.0,1627.0,44.0,26.0,13.0,73,1640.0,4.0,1712,1644.0,-28.0,0,0,,,,,,
2661578,2015,6,17,3,OO,4675,N554CA,LAX,OAK,1225,1222.0,-3.0,20.0,1242.0,88.0,80.0,56.0,337,1338.0,4.0,1353,1342.0,-11.0,0,0,,,,,,
2139936,2015,5,16,6,EV,6052,N11176,LEX,ORD,1420,1419.0,-1.0,10.0,1429.0,90.0,74.0,56.0,323,1425.0,8.0,1450,1433.0,-17.0,0,0,,,,,,
5560163,2015,12,15,2,HA,383,N480HA,ITO,HNL,1050,1048.0,-2.0,7.0,1055.0,51.0,49.0,37.0,216,1132.0,5.0,1141,1137.0,-4.0,0,0,,,,,,
4196265,2015,9,18,5,WN,1381,N390SW,PHX,TUL,1840,1836.0,-4.0,9.0,1845.0,135.0,129.0,115.0,935,2240.0,5.0,2255,2245.0,-10.0,0,0,,,,,,
526970,2015,2,4,3,NK,680,N612NK,IAH,MSY,1803,1748.0,-15.0,10.0,1758.0,60.0,55.0,42.0,305,1840.0,3.0,1903,1843.0,-20.0,0,0,,,,,,
1991087,2015,5,7,4,UA,614,N850UA,CLE,ORD,1112,1116.0,4.0,11.0,1127.0,83.0,70.0,55.0,315,1122.0,4.0,1135,1126.0,-9.0,0,0,,,,,,
1196944,2015,3,19,4,HA,386,N493HA,HNL,OGG,1046,1038.0,-8.0,10.0,1048.0,38.0,39.0,23.0,100,1111.0,6.0,1124,1117.0,-7.0,0,0,,,,,,
2622833,2015,6,15,1,WN,4896,N619SW,MCO,PVD,820,819.0,-1.0,8.0,827.0,160.0,162.0,149.0,1072,1056.0,5.0,1100,1101.0,1.0,0,0,,,,,,
3687205,2015,8,17,1,WN,1130,N7816B,BWI,DAL,1430,1434.0,4.0,9.0,1443.0,195.0,168.0,155.0,1209,1618.0,4.0,1645,1622.0,-23.0,0,0,,,,,,
2923674,2015,7,2,4,UA,1975,N69847,SFO,FLL,2230,39.0,129.0,12.0,51.0,344.0,313.0,298.0,2584,849.0,3.0,714,852.0,98.0,0,0,,0.0,0.0,21.0,77.0,0.0
1014680,2015,3,8,7,US,803,N801AW,CLT,EWR,955,952.0,-3.0,30.0,1022.0,114.0,112.0,78.0,529,1140.0,4.0,1149,1144.0,-5.0,0,0,,,,,,
5712259,2015,12,24,4,DL,2013,N905DE,ATL,SYR,2115,2309.0,114.0,10.0,2319.0,132.0,104.0,88.0,794,47.0,6.0,2327,53.0,86.0,0,0,,0.0,0.0,0.0,69.0,17.0
4388756,2015,10,1,4,AS,792,N468AS,14747,11433,815,807.0,-8.0,19.0,826.0,269.0,254.0,230.0,1927,1516.0,5.0,1544,1521.0,-23.0,0,0,,,,,,
1670557,2015,4,17,5,AA,2222,N201AA,DFW,AUS,1236,1228.0,-8.0,16.0,1244.0,64.0,65.0,43.0,190,1327.0,6.0,1340,1333.0,-7.0,0,0,,,,,,
3142563,2015,7,16,4,EV,5157,N750EV,RDU,LGA,900,953.0,53.0,25.0,1018.0,110.0,97.0,64.0,431,1122.0,8.0,1050,1130.0,40.0,0,0,,0.0,0.0,40.0,0.0,0.0
3827242,2015,8,26,3,UA,357,N442UA,MSY,IAD,800,751.0,-9.0,9.0,800.0,153.0,129.0,116.0,955,1056.0,4.0,1133,1100.0,-33.0,0,0,,,,,,
4451668,2015,10,5,1,DL,1687,N907DA,13487,14679,922,917.0,-5.0,19.0,936.0,229.0,229.0,206.0,1532,1102.0,4.0,1111,1106.0,-5.0,0,0,,,,,,
4520147,2015,10,9,5,NK,371,N532NK,11697,10732,1203,1222.0,19.0,13.0,1235.0,146.0,145.0,122.0,982,1437.0,10.0,1429,1447.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
3910694,2015,8,31,1,AS,62,N756AS,SIT,KTN,1144,1158.0,14.0,7.0,1205.0,46.0,46.0,35.0,183,1240.0,4.0,1230,1244.0,14.0,0,0,,,,,,
1609872,2015,4,13,1,EV,4672,N14972,CVG,EWR,1827,1820.0,-7.0,11.0,1831.0,122.0,125.0,88.0,569,1959.0,26.0,2029,2025.0,-4.0,0,0,,,,,,
1610433,2015,4,13,1,WN,51,N524SW,DAL,HOU,1900,1859.0,-1.0,10.0,1909.0,70.0,79.0,49.0,239,1958.0,20.0,2010,2018.0,8.0,0,0,,,,,,
2240603,2015,5,22,5,DL,1810,N979AT,ATL,DFW,1620,1616.0,-4.0,14.0,1630.0,147.0,143.0,120.0,731,1730.0,9.0,1747,1739.0,-8.0,0,0,,,,,,
205017,2015,1,14,3,WN,3760,N528SW,MAF,HOU,1025,1021.0,-4.0,10.0,1031.0,80.0,75.0,60.0,441,1131.0,5.0,1145,1136.0,-9.0,0,0,,,,,,
1349601,2015,3,28,6,WN,2990,N473WN,ATL,FLL,1625,1641.0,16.0,14.0,1655.0,110.0,115.0,95.0,581,1830.0,6.0,1815,1836.0,21.0,0,0,,5.0,0.0,3.0,13.0,0.0
3367909,2015,7,29,3,HA,2,N389HA,HNL,LAX,1440,1441.0,1.0,16.0,1457.0,325.0,313.0,287.0,2556,2244.0,10.0,2305,2254.0,-11.0,0,0,,,,,,
5284286,2015,11,27,5,UA,212,N590UA,EWR,SFO,1529,1529.0,0.0,13.0,1542.0,382.0,364.0,345.0,2565,1827.0,6.0,1851,1833.0,-18.0,0,0,,,,,,
2048537,2015,5,11,1,DL,1345,N953DN,TUS,ATL,610,607.0,-3.0,9.0,616.0,208.0,196.0,181.0,1541,1217.0,6.0,1238,1223.0,-15.0,0,0,,,,,,
5280723,2015,11,27,5,AA,2197,N4XJAA,CLE,DFW,1123,1119.0,-4.0,8.0,1127.0,187.0,174.0,157.0,1021,1304.0,9.0,1330,1313.0,-17.0,0,0,,,,,,
3103719,2015,7,13,1,DL,1262,N706TW,LAX,JFK,2305,2320.0,15.0,26.0,2346.0,325.0,317.0,284.0,2475,730.0,7.0,730,737.0,7.0,0,0,,,,,,
31956,2015,1,3,6,AA,1287,N3HTAA,MSP,MIA,645,641.0,-4.0,20.0,701.0,225.0,219.0,194.0,1501,1115.0,5.0,1130,1120.0,-10.0,0,0,,,,,,
3178661,2015,7,18,6,DL,1802,N593NW,ATL,SLC,1050,1049.0,-1.0,14.0,1103.0,235.0,212.0,192.0,1590,1215.0,6.0,1245,1221.0,-24.0,0,0,,,,,,
1693168,2015,4,18,6,UA,1104,N36207,ANC,DEN,2348,2348.0,0.0,11.0,2359.0,312.0,301.0,282.0,2405,641.0,8.0,700,649.0,-11.0,0,0,,,,,,
2547403,2015,6,10,3,EV,5440,N850AS,ATL,BTR,1620,1618.0,-2.0,11.0,1629.0,97.0,90.0,76.0,448,1645.0,3.0,1657,1648.0,-9.0,0,0,,,,,,
2093922,2015,5,13,3,WN,600,N422WN,DAL,MSY,1745,1753.0,8.0,8.0,1801.0,80.0,74.0,63.0,436,1904.0,3.0,1905,1907.0,2.0,0,0,,,,,,
3406916,2015,7,31,5,WN,650,N928WN,SNA,LAS,1845,2026.0,101.0,9.0,2035.0,60.0,55.0,41.0,226,2116.0,5.0,1945,2121.0,96.0,0,0,,0.0,0.0,0.0,96.0,0.0
2095061,2015,5,13,3,DL,830,N3751B,ATL,CMH,1855,1854.0,-1.0,17.0,1911.0,95.0,88.0,69.0,447,2020.0,2.0,2030,2022.0,-8.0,0,0,,,,,,
4985296,2015,11,8,7,MQ,3361,N620MQ,DFW,SJT,845,836.0,-9.0,18.0,854.0,64.0,67.0,46.0,229,940.0,3.0,949,943.0,-6.0,0,0,,,,,,
180870,2015,1,12,1,WN,2780,N8635F,BWI,MDW,1710,1706.0,-4.0,23.0,1729.0,130.0,138.0,111.0,611,1820.0,4.0,1820,1824.0,4.0,0,0,,,,,,
2303259,2015,5,26,2,AA,1315,N4XXAA,ORD,STL,2000,2114.0,74.0,11.0,2125.0,74.0,61.0,46.0,258,2211.0,4.0,2114,2215.0,61.0,0,0,,0.0,0.0,20.0,41.0,0.0
2084873,2015,5,13,3,EV,4955,N712EV,DTW,SAT,845,1012.0,87.0,13.0,1025.0,198.0,206.0,188.0,1214,1233.0,5.0,1103,1238.0,95.0,0,0,,8.0,0.0,87.0,0.0,0.0
1938011,2015,5,4,1,OO,4991,N943SW,ORD,MCI,810,810.0,0.0,20.0,830.0,95.0,93.0,67.0,403,937.0,6.0,945,943.0,-2.0,0,0,,,,,,
3934352,2015,9,1,2,B6,1070,N339JB,FLL,BOS,1850,1849.0,-1.0,11.0,1900.0,190.0,175.0,161.0,1237,2141.0,3.0,2200,2144.0,-16.0,0,0,,,,,,
1183265,2015,3,18,3,B6,1452,N239JB,MCO,BOS,1350,1349.0,-1.0,13.0,1402.0,171.0,156.0,141.0,1121,1623.0,2.0,1641,1625.0,-16.0,0,0,,,,,,
654034,2015,2,13,5,AS,60,N796AS,JNU,KTN,725,720.0,-5.0,19.0,739.0,63.0,68.0,44.0,234,823.0,5.0,828,828.0,0.0,0,0,,,,,,
742175,2015,2,18,3,DL,1055,N968DL,DTW,MSP,1940,2003.0,23.0,35.0,2038.0,120.0,122.0,84.0,528,2102.0,3.0,2040,2105.0,25.0,0,0,,2.0,0.0,15.0,8.0,0.0
5427818,2015,12,6,7,EV,4959,N759EV,ATL,GSO,1804,1755.0,-9.0,25.0,1820.0,77.0,74.0,45.0,306,1905.0,4.0,1921,1909.0,-12.0,0,0,,,,,,
4589540,2015,10,13,2,B6,65,N535JB,12478,10140,2000,2008.0,8.0,35.0,2043.0,286.0,278.0,236.0,1826,2239.0,7.0,2246,2246.0,0.0,0,0,,,,,,
5079536,2015,11,13,5,MQ,3517,N822MQ,ORD,PIA,2155,2149.0,-6.0,11.0,2200.0,55.0,44.0,30.0,130,2230.0,3.0,2250,2233.0,-17.0,0,0,,,,,,
2361291,2015,5,30,6,WN,1833,N422WN,LAX,STL,1110,1111.0,1.0,17.0,1128.0,215.0,220.0,199.0,1592,1647.0,4.0,1645,1651.0,6.0,0,0,,,,,,
2493125,2015,6,7,7,WN,171,N207WN,MCO,ATL,1345,1345.0,0.0,12.0,1357.0,90.0,89.0,65.0,404,1502.0,12.0,1515,1514.0,-1.0,0,0,,,,,,
2813777,2015,6,26,5,AS,147,N794AS,SEA,ANC,1135,1146.0,11.0,20.0,1206.0,211.0,213.0,190.0,1448,1416.0,3.0,1406,1419.0,13.0,0,0,,,,,,
3813697,2015,8,25,2,EV,2637,N901EV,DFW,BTR,1045,1058.0,13.0,15.0,1113.0,87.0,84.0,66.0,383,1219.0,3.0,1212,1222.0,10.0,0,0,,,,,,
3096002,2015,7,13,1,UA,1482,N21723,STT,EWR,1415,1423.0,8.0,10.0,1433.0,270.0,258.0,222.0,1634,1815.0,26.0,1845,1841.0,-4.0,0,0,,,,,,
991310,2015,3,6,5,WN,4344,N289CT,CLT,MDW,1650,1706.0,16.0,13.0,1719.0,135.0,113.0,95.0,584,1754.0,5.0,1805,1759.0,-6.0,0,0,,,,,,
3935298,2015,9,1,2,B6,81,N807JB,JFK,RNO,1951,1950.0,-1.0,25.0,2015.0,377.0,342.0,314.0,2411,2229.0,3.0,2308,2232.0,-36.0,0,0,,,,,,
5278817,2015,11,27,5,EV,4433,N10575,IAH,GRK,907,901.0,-6.0,21.0,922.0,61.0,59.0,34.0,166,956.0,4.0,1008,1000.0,-8.0,0,0,,,,,,
3617414,2015,8,13,4,AS,62,N797AS,JNU,SIT,1020,1012.0,-8.0,10.0,1022.0,39.0,34.0,19.0,95,1041.0,5.0,1059,1046.0,-13.0,0,0,,,,,,
1787792,2015,4,24,5,OO,4797,N554CA,LAX,LAS,1700,1655.0,-5.0,18.0,1713.0,78.0,68.0,42.0,236,1755.0,8.0,1818,1803.0,-15.0,0,0,,,,,,
4750127,2015,10,23,5,B6,1886,N274JB,14122,10721,2015,2007.0,-8.0,11.0,2018.0,90.0,90.0,72.0,496,2130.0,7.0,2145,2137.0,-8.0,0,0,,,,,,
3653732,2015,8,15,6,AA,522,N961UW,CLT,PHL,1300,1308.0,8.0,14.0,1322.0,99.0,148.0,127.0,449,1529.0,7.0,1439,1536.0,57.0,0,0,,57.0,0.0,0.0,0.0,0.0
5104109,2015,11,15,7,UA,799,N449UA,LAX,ORD,1723,1720.0,-3.0,13.0,1733.0,249.0,218.0,196.0,1744,2249.0,9.0,2332,2258.0,-34.0,0,0,,,,,,
3939042,2015,9,2,3,AA,2348,N547AA,BNA,DFW,715,712.0,-3.0,11.0,723.0,121.0,109.0,88.0,631,851.0,10.0,916,901.0,-15.0,0,0,,,,,,
4013440,2015,9,7,1,OO,5393,N652BR,ORD,FWA,730,719.0,-11.0,16.0,735.0,59.0,50.0,30.0,157,905.0,4.0,929,909.0,-20.0,0,0,,,,,,
218237,2015,1,15,4,AA,1326,N3EPAA,TUL,ORD,801,750.0,-11.0,14.0,804.0,109.0,100.0,79.0,585,923.0,7.0,950,930.0,-20.0,0,0,,,,,,
4323614,2015,9,27,7,WN,322,N933WN,SJC,LAS,815,813.0,-2.0,13.0,826.0,80.0,77.0,58.0,386,924.0,6.0,935,930.0,-5.0,0,0,,,,,,
1536745,2015,4,9,4,B6,795,N552JB,JFK,AUS,836,830.0,-6.0,37.0,907.0,264.0,253.0,212.0,1521,1139.0,4.0,1200,1143.0,-17.0,0,0,,,,,,
2206864,2015,5,20,3,EV,5241,N840AS,ATL,CHA,1650,1647.0,-3.0,11.0,1658.0,50.0,36.0,22.0,106,1720.0,3.0,1740,1723.0,-17.0,0,0,,,,,,
1488623,2015,4,6,1,DL,1467,N960AT,STL,DTW,1020,1014.0,-6.0,11.0,1025.0,92.0,81.0,64.0,440,1229.0,6.0,1252,1235.0,-17.0,0,0,,,,,,
2887327,2015,6,30,2,WN,241,N299WN,MCO,CAK,1940,1936.0,-4.0,12.0,1948.0,130.0,123.0,107.0,861,2135.0,4.0,2150,2139.0,-11.0,0,0,,,,,,
2683503,2015,6,18,4,OO,7380,N454SW,SLC,CDC,1700,1656.0,-4.0,18.0,1714.0,50.0,64.0,42.0,221,1756.0,4.0,1750,1800.0,10.0,0,0,,,,,,
2015806,2015,5,8,5,B6,1134,N239JB,SJU,MCO,1855,1847.0,-8.0,13.0,1900.0,185.0,180.0,157.0,1189,2137.0,10.0,2200,2147.0,-13.0,0,0,,,,,,
466954,2015,1,31,6,OO,2638,N709BR,ORD,ICT,1630,1629.0,-1.0,13.0,1642.0,118.0,112.0,95.0,588,1817.0,4.0,1828,1821.0,-7.0,0,0,,,,,,
867,2015,1,1,4,AA,9,N792AA,JFK,LAX,700,649.0,-11.0,22.0,711.0,380.0,397.0,368.0,2475,1019.0,7.0,1020,1026.0,6.0,0,0,,,,,,
5170734,2015,11,19,4,WN,2308,N372SW,LAS,SMF,1815,1815.0,0.0,13.0,1828.0,90.0,94.0,73.0,397,1941.0,8.0,1945,1949.0,4.0,0,0,,,,,,
2692311,2015,6,19,5,WN,917,N567WN,ATL,MCO,835,1100.0,145.0,30.0,1130.0,95.0,100.0,62.0,404,1232.0,8.0,1010,1240.0,150.0,0,0,,5.0,0.0,11.0,134.0,0.0
1450477,2015,4,3,5,WN,897,N735SA,LAX,HOU,1810,1842.0,32.0,9.0,1851.0,180.0,171.0,157.0,1390,2328.0,5.0,2310,2333.0,23.0,0,0,,0.0,0.0,3.0,20.0,0.0
1270229,2015,3,23,1,WN,1625,N904WN,DCA,MDW,1930,,,,,130.0,,,601,,,2040,,,0,1,B,,,,,
3268308,2015,7,23,4,WN,421,N473WN,DCA,DAL,1610,1608.0,-2.0,12.0,1620.0,185.0,178.0,161.0,1184,1801.0,5.0,1815,1806.0,-9.0,0,0,,,,,,
4473275,2015,10,6,2,WN,2123,N8312C,14107,12191,1440,1510.0,30.0,22.0,1532.0,150.0,152.0,127.0,1020,1939.0,3.0,1910,1942.0,32.0,0,0,,2.0,0.0,0.0,30.0,0.0
802646,2015,2,22,7,DL,1395,N908DL,ATL,ILM,1915,1912.0,-3.0,13.0,1925.0,81.0,65.0,51.0,377,2016.0,1.0,2036,2017.0,-19.0,0,0,,,,,,
3567884,2015,8,10,1,EV,2643,N877AS,DFW,GRK,1208,1206.0,-2.0,18.0,1224.0,57.0,50.0,29.0,134,1253.0,3.0,1305,1256.0,-9.0,0,0,,,,,,
509110,2015,2,3,2,B6,635,N265JB,SWF,FLL,1530,1608.0,38.0,13.0,1621.0,199.0,214.0,195.0,1118,1936.0,6.0,1849,1942.0,53.0,0,0,,15.0,0.0,7.0,31.0,0.0
2240800,2015,5,22,5,B6,634,N354JB,PBI,DCA,1631,1626.0,-5.0,9.0,1635.0,138.0,129.0,117.0,857,1832.0,3.0,1849,1835.0,-14.0,0,0,,,,,,
1133711,2015,3,15,7,WN,2528,N268WN,PHX,SAN,1425,1424.0,-1.0,11.0,1435.0,65.0,64.0,47.0,304,1522.0,6.0,1530,1528.0,-2.0,0,0,,,,,,
4845279,2015,10,30,5,MQ,3327,N665MQ,11274,13930,630,629.0,-1.0,18.0,647.0,64.0,63.0,30.0,147,717.0,15.0,734,732.0,-2.0,0,0,,,,,,
4743431,2015,10,23,5,EV,6003,N13132,12266,13377,1337,1329.0,-8.0,14.0,1343.0,69.0,61.0,42.0,262,1425.0,5.0,1446,1430.0,-16.0,0,0,,,,,,
1225109,2015,3,20,5,US,517,N169UW,PHX,ATL,2350,2348.0,-2.0,17.0,5.0,204.0,211.0,186.0,1587,611.0,8.0,614,619.0,5.0,0,0,,,,,,
3224378,2015,7,21,2,UA,210,N464UA,LAX,DEN,704,703.0,-1.0,20.0,723.0,151.0,135.0,110.0,862,1013.0,5.0,1035,1018.0,-17.0,0,0,,,,,,
129215,2015,1,9,5,AA,1387,N3KBAA,DFW,IAD,840,837.0,-3.0,15.0,852.0,156.0,158.0,137.0,1172,1209.0,6.0,1216,1215.0,-1.0,0,0,,,,,,
1898339,2015,5,1,5,EV,4171,N11187,EWR,MSN,1445,1450.0,5.0,14.0,1504.0,152.0,128.0,112.0,799,1556.0,2.0,1617,1558.0,-19.0,0,0,,,,,,
4273623,2015,9,23,3,DL,709,N671DN,ATL,MKE,1942,1938.0,-4.0,25.0,2003.0,124.0,128.0,96.0,669,2039.0,7.0,2046,2046.0,0.0,0,0,,,,,,
1865394,2015,4,29,3,WN,978,N466WN,MDW,RSW,1520,1524.0,4.0,13.0,1537.0,170.0,161.0,143.0,1105,1900.0,5.0,1910,1905.0,-5.0,0,0,,,,,,
5658120,2015,12,21,1,DL,673,N335NB,EWR,ATL,1300,1252.0,-8.0,24.0,1316.0,155.0,146.0,112.0,746,1508.0,10.0,1535,1518.0,-17.0,0,0,,,,,,
83843,2015,1,6,2,EV,4915,N981EV,ATL,FSM,1013,1015.0,2.0,10.0,1025.0,116.0,100.0,85.0,579,1050.0,5.0,1109,1055.0,-14.0,0,0,,,,,,
2013653,2015,5,8,5,EV,4086,N13975,HRL,IAH,1651,1641.0,-10.0,12.0,1653.0,76.0,68.0,47.0,295,1740.0,9.0,1807,1749.0,-18.0,0,0,,,,,,
2159871,2015,5,17,7,UA,1073,N12218,MCO,EWR,2020,2100.0,40.0,16.0,2116.0,164.0,150.0,127.0,937,2323.0,7.0,2304,2330.0,26.0,0,0,,0.0,0.0,0.0,23.0,3.0
733957,2015,2,18,3,EV,4449,N13968,IAH,OMA,1125,1118.0,-7.0,13.0,1131.0,137.0,146.0,129.0,781,1340.0,4.0,1342,1344.0,2.0,0,0,,,,,,
4092004,2015,9,12,6,WN,1062,N363SW,AUS,DAL,740,739.0,-1.0,9.0,748.0,55.0,55.0,36.0,189,824.0,10.0,835,834.0,-1.0,0,0,,,,,,
2172808,2015,5,18,1,MQ,3085,N641MQ,IND,ORD,1618,1619.0,1.0,10.0,1629.0,71.0,83.0,43.0,177,1612.0,30.0,1629,1642.0,13.0,0,0,,,,,,
5289585,2015,11,28,6,WN,2193,N8301J,PHX,DEN,545,541.0,-4.0,11.0,552.0,115.0,88.0,69.0,602,701.0,8.0,740,709.0,-31.0,0,0,,,,,,
1648354,2015,4,16,4,UA,484,N482UA,IAH,IAD,725,751.0,26.0,21.0,812.0,185.0,175.0,150.0,1190,1142.0,4.0,1130,1146.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0
2331426,2015,5,28,4,WN,492,N489WN,MCO,ATL,1425,1514.0,49.0,21.0,1535.0,90.0,107.0,74.0,404,1649.0,12.0,1555,1701.0,66.0,0,0,,66.0,0.0,0.0,0.0,0.0
3771644,2015,8,22,6,AS,759,N318AS,MCI,SEA,1640,1638.0,-2.0,20.0,1658.0,219.0,241.0,215.0,1489,1833.0,6.0,1819,1839.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
4250522,2015,9,22,2,EV,5797,N13133,EWR,RIC,1200,1155.0,-5.0,10.0,1205.0,81.0,72.0,55.0,277,1300.0,7.0,1321,1307.0,-14.0,0,0,,,,,,
5473923,2015,12,9,3,B6,1315,N304JB,JAX,FLL,1636,1655.0,19.0,12.0,1707.0,78.0,73.0,57.0,319,1804.0,4.0,1754,1808.0,14.0,0,0,,,,,,
970208,2015,3,5,4,DL,1655,N1610D,ATL,LAX,1220,1220.0,0.0,15.0,1235.0,309.0,281.0,257.0,1947,1352.0,9.0,1429,1401.0,-28.0,0,0,,,,,,
5733640,2015,12,26,6,WN,4203,N613SW,ONT,LAS,1410,1447.0,37.0,9.0,1456.0,55.0,67.0,42.0,197,1538.0,16.0,1505,1554.0,49.0,0,0,,12.0,0.0,10.0,27.0,0.0
4815661,2015,10,28,3,AA,1964,N716UW,13230,11057,900,900.0,0.0,13.0,913.0,98.0,93.0,73.0,413,1026.0,7.0,1038,1033.0,-5.0,0,0,,,,,,
230683,2015,1,15,4,WN,1166,N777QC,PHX,DEN,2045,2047.0,2.0,13.0,2100.0,105.0,102.0,83.0,602,2223.0,6.0,2230,2229.0,-1.0,0,0,,,,,,
4714652,2015,10,21,3,UA,1293,N15710,11278,12266,1750,1745.0,-5.0,13.0,1758.0,202.0,196.0,170.0,1208,1948.0,13.0,2012,2001.0,-11.0,0,0,,,,,,
2521226,2015,6,9,2,B6,1033,N281JB,MCO,SJU,725,718.0,-7.0,13.0,731.0,164.0,165.0,144.0,1189,955.0,8.0,1009,1003.0,-6.0,0,0,,,,,,
2898924,2015,7,1,3,UA,1255,N34460,CLE,ORD,1424,1424.0,0.0,21.0,1445.0,86.0,92.0,62.0,315,1447.0,9.0,1450,1456.0,6.0,0,0,,,,,,
1714377,2015,4,20,1,OO,2774,N889AS,PHX,BFL,1015,1006.0,-9.0,49.0,1055.0,95.0,118.0,63.0,425,1158.0,6.0,1150,1204.0,14.0,0,0,,,,,,
760358,2015,2,19,4,AA,2200,N859AA,MIA,MCO,2349,2344.0,-5.0,13.0,2357.0,60.0,53.0,35.0,192,32.0,5.0,49,37.0,-12.0,0,0,,,,,,
9765,2015,1,1,4,UA,1271,N75432,ORD,IAH,1654,1702.0,8.0,17.0,1719.0,166.0,180.0,148.0,925,1947.0,15.0,1940,2002.0,22.0,0,0,,14.0,0.0,8.0,0.0,0.0
280505,2015,1,19,1,WN,993,N421LV,IND,MCO,1215,1210.0,-5.0,9.0,1219.0,135.0,123.0,107.0,829,1406.0,7.0,1430,1413.0,-17.0,0,0,,,,,,
5696582,2015,12,23,3,WN,961,N293WN,CMH,BNA,1905,2007.0,62.0,10.0,2017.0,80.0,107.0,90.0,337,2047.0,7.0,1925,2054.0,89.0,0,0,,27.0,0.0,0.0,52.0,10.0
3272230,2015,7,23,4,AA,919,N007AA,MIA,TPA,2000,1957.0,-3.0,21.0,2018.0,68.0,63.0,39.0,204,2057.0,3.0,2108,2100.0,-8.0,0,0,,,,,,
1028277,2015,3,9,1,WN,4748,N466WN,SAN,OAK,655,650.0,-5.0,12.0,702.0,90.0,87.0,70.0,446,812.0,5.0,825,817.0,-8.0,0,0,,,,,,
4597278,2015,10,14,3,OO,2928,N423SW,13930,13342,1120,1116.0,-4.0,11.0,1127.0,47.0,37.0,21.0,67,1148.0,5.0,1207,1153.0,-14.0,0,0,,,,,,
4751018,2015,10,23,5,DL,2066,N350NA,13487,12889,2155,2150.0,-5.0,10.0,2200.0,202.0,189.0,171.0,1299,2251.0,8.0,2317,2259.0,-18.0,0,0,,,,,,
2708409,2015,6,20,6,DL,1829,N534US,DTW,MIA,738,733.0,-5.0,13.0,746.0,176.0,168.0,148.0,1145,1014.0,7.0,1034,1021.0,-13.0,0,0,,,,,,
483135,2015,2,1,7,OO,5443,N237SW,SFO,RDD,2202,2152.0,-10.0,13.0,2205.0,65.0,58.0,41.0,199,2246.0,4.0,2307,2250.0,-17.0,0,0,,,,,,
2551517,2015,6,10,3,WN,1207,N216WR,MCO,ALB,2020,2042.0,22.0,7.0,2049.0,160.0,145.0,133.0,1073,2302.0,5.0,2300,2307.0,7.0,0,0,,,,,,
3444800,2015,8,3,1,AA,452,N581UW,PHX,SAN,746,739.0,-7.0,13.0,752.0,74.0,69.0,52.0,304,844.0,4.0,900,848.0,-12.0,0,0,,,,,,
4467954,2015,10,6,2,EV,4221,N16976,12266,14193,911,859.0,-12.0,8.0,907.0,93.0,82.0,69.0,489,1016.0,5.0,1044,1021.0,-23.0,0,0,,,,,,
3953229,2015,9,2,3,UA,1680,N38451,ORD,LAX,2230,2301.0,31.0,29.0,2330.0,270.0,272.0,233.0,1744,123.0,10.0,100,133.0,33.0,0,0,,2.0,0.0,31.0,0.0,0.0
669033,2015,2,14,6,DL,849,N658DL,MSY,ATL,610,606.0,-4.0,11.0,617.0,84.0,85.0,61.0,425,818.0,13.0,834,831.0,-3.0,0,0,,,,,,
669189,2015,2,14,6,DL,1301,N351NW,BWI,MSP,625,634.0,9.0,10.0,644.0,165.0,152.0,138.0,936,802.0,4.0,810,806.0,-4.0,0,0,,,,,,
701404,2015,2,16,1,EV,5958,N22909,MEM,EWR,1111,,,,,162.0,,,946,,,1453,,,0,1,C,,,,,
1697660,2015,4,19,7,UA,478,N451UA,SFO,ORD,1015,1019.0,4.0,16.0,1035.0,264.0,248.0,222.0,1846,1617.0,10.0,1639,1627.0,-12.0,0,0,,,,,,
744873,2015,2,19,4,WN,302,N8320J,BWI,MCO,615,704.0,49.0,8.0,712.0,155.0,130.0,113.0,787,905.0,9.0,850,914.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
1581605,2015,4,12,7,MQ,2983,N661MQ,CWA,ORD,659,647.0,-12.0,10.0,657.0,69.0,65.0,45.0,212,742.0,10.0,808,752.0,-16.0,0,0,,,,,,
3745808,2015,8,21,5,UA,72,N69063,HNL,SFO,625,622.0,-3.0,14.0,636.0,307.0,295.0,274.0,2398,1410.0,7.0,1432,1417.0,-15.0,0,0,,,,,,
4331754,2015,9,27,7,WN,986,N920WN,OAK,ABQ,1630,1631.0,1.0,10.0,1641.0,135.0,124.0,110.0,889,1931.0,4.0,1945,1935.0,-10.0,0,0,,,,,,
2239281,2015,5,22,5,OO,4609,N606SK,SLC,SFO,1500,1550.0,50.0,24.0,1614.0,127.0,122.0,94.0,599,1648.0,4.0,1607,1652.0,45.0,0,0,,0.0,0.0,0.0,0.0,45.0
